,n,p_0,p_1,boundary,isArtifact
fairytale,18,0.4444444444444444,0.5555555555555556,1.0693033597430075,False
humanly,18,0.3888888888888889,0.6111111111111112,1.0693033597430075,False
o,18,0.6111111111111112,0.3888888888888889,1.0693033597430075,False
uniquely,18,0.0,1.0,1.0693033597430075,False
standup,18,0.3333333333333333,0.6666666666666666,1.0693033597430075,False
duty,18,0.0,1.0,1.0693033597430075,False
ramsay,18,0.0,1.0,1.0693033597430075,False
stealing,18,1.0,0.0,1.0693033597430075,False
depressed,17,1.0,0.0,1.085808324276815,False
excruciatingly,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
relentless,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
throw,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
showcase,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
em,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
hopeless,17,1.0,0.0,1.085808324276815,False
spaces,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
cranky,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
bogus,17,1.0,0.0,1.085808324276815,False
shabby,17,1.0,0.0,1.085808324276815,False
crossover,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
admission,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
distraction,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
performed,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
grade,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
chicago,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
naturalistic,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
bride,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
isolation,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
fury,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
seeks,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
distanced,17,1.0,0.0,1.085808324276815,False
fewer,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
submarine,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
perfunctory,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
colors,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
searching,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
insults,17,1.0,0.0,1.085808324276815,False
hopelessly,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
buttons,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
bullets,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
bonus,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
worry,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
urine,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
pedigree,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
revel,17,0.0,1.0,1.085808324276815,False
alltime,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
reacting,17,0.0,1.0,1.085808324276815,False
introduction,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
contrivance,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
marvel,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
wellintentioned,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
illustrates,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
ship,17,1.0,0.0,1.085808324276815,False
improved,17,0.0,1.0,1.085808324276815,False
masses,17,0.0,1.0,1.085808324276815,False
revelations,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
cram,17,1.0,0.0,1.085808324276815,False
beats,17,0.0,1.0,1.085808324276815,False
lurches,17,1.0,0.0,1.085808324276815,False
dramatics,17,1.0,0.0,1.085808324276815,False
discipline,17,0.0,1.0,1.085808324276815,False
sounding,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
par,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
grounded,17,0.0,1.0,1.085808324276815,False
toback,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
chosen,17,1.0,0.0,1.085808324276815,False
affleck,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
names,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
spirituality,17,0.0,1.0,1.085808324276815,False
dude,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
amy,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
spotlight,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
teenybopper,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
followed,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
baffled,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
ian,17,0.0,1.0,1.085808324276815,False
robin,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
buñuel,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
witnessed,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
lock,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
painted,17,0.0,1.0,1.085808324276815,False
praises,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
suitable,17,0.0,1.0,1.085808324276815,False
starting,17,0.0,1.0,1.085808324276815,False
inimitable,17,0.0,1.0,1.085808324276815,False
ended,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
anatomical,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
mountain,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
grew,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
palpable,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
fulfill,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
revealed,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
colored,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
feast,17,0.0,1.0,1.085808324276815,False
lavish,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
fizz,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
coma,17,1.0,0.0,1.085808324276815,False
brosnan,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
skies,17,0.0,1.0,1.085808324276815,False
idiocy,17,1.0,0.0,1.085808324276815,False
adequate,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
timid,17,1.0,0.0,1.085808324276815,False
notwithstanding,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
conjured,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
enjoys,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
racist,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
crammed,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
diesel,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
manners,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
glum,17,1.0,0.0,1.085808324276815,False
range,17,0.0,1.0,1.085808324276815,False
starving,17,1.0,0.0,1.085808324276815,False
german,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
journalism,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
metaphors,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
lucky,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
rotten,17,1.0,0.0,1.085808324276815,False
callow,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
onedimensional,17,1.0,0.0,1.085808324276815,False
praise,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
bravery,17,0.0,1.0,1.085808324276815,False
swept,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
palette,17,0.0,1.0,1.085808324276815,False
recklessness,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
clooney,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
insecure,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
managed,17,0.0,1.0,1.085808324276815,False
maze,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
delectable,17,0.0,1.0,1.085808324276815,False
absurdities,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
fearless,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
gender,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
killed,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
chaos,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
yesterday,17,0.0,1.0,1.085808324276815,False
vietnamese,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
derrida,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
overused,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
scares,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
prospect,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
devolves,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
conduct,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
brisk,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
ready,17,1.0,0.0,1.085808324276815,False
mel,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
gibson,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
extravaganza,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
twodimensional,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
fool,17,1.0,0.0,1.085808324276815,False
numbing,17,1.0,0.0,1.085808324276815,False
derived,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
soldiers,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
boobs,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
deadend,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
sources,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
craven,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
transparent,17,1.0,0.0,1.085808324276815,False
thirty,17,0.8235294117647058,0.17647058823529413,1.085808324276815,False
reminder,17,0.0,1.0,1.085808324276815,False
arrives,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
sardonic,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
rescue,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
lodging,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
endurance,17,1.0,0.0,1.085808324276815,False
reaching,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
rapes,17,1.0,0.0,1.085808324276815,False
bluster,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
amuse,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
enigma,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
embraced,17,0.0,1.0,1.085808324276815,False
reached,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
glorified,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
paxton,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
resistance,17,0.0,1.0,1.085808324276815,False
echoes,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
skillful,17,0.0,1.0,1.085808324276815,False
embrace,17,0.0,1.0,1.085808324276815,False
moralizing,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
creepiness,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
gracefully,17,0.0,1.0,1.085808324276815,False
thoughtfulness,17,0.0,1.0,1.085808324276815,False
hourandahalf,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
halfhearted,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
guide,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
bands,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
11,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
golden,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
fellow,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
recycling,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
youthful,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
hates,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
icon,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
nash,17,1.0,0.0,1.085808324276815,False
established,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
fabric,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
alert,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
farcical,17,1.0,0.0,1.085808324276815,False
audacity,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
backstage,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
knockout,17,0.17647058823529413,0.8235294117647058,1.085808324276815,False
answer,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
crisis,17,0.5294117647058824,0.47058823529411764,1.085808324276815,False
breathes,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
romances,17,0.11764705882352941,0.8823529411764706,1.085808324276815,False
humming,17,0.0,1.0,1.085808324276815,False
transcendent,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
fabulous,17,0.23529411764705882,0.7647058823529411,1.085808324276815,False
arrest,17,0.7647058823529411,0.23529411764705882,1.085808324276815,False
stuart,17,0.0,1.0,1.085808324276815,False
plotline,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
lips,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
vain,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
bible,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
littered,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
chick,17,0.29411764705882354,0.7058823529411765,1.085808324276815,False
randomness,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
seas,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
jawdropping,17,0.0,1.0,1.085808324276815,False
speaks,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
kapur,17,0.5882352941176471,0.4117647058823529,1.085808324276815,False
deception,16,0.75,0.25,1.1038373993398478,False
highs,16,0.125,0.875,1.1038373993398478,False
heat,16,0.375,0.625,1.1038373993398478,False
screwball,16,0.5,0.5,1.1038373993398478,False
creations,16,0.125,0.875,1.1038373993398478,False
makeup,16,0.5,0.5,1.1038373993398478,False
rocky,16,0.5,0.5,1.1038373993398478,False
cowritten,16,0.5,0.5,1.1038373993398478,False
sudsy,16,0.75,0.25,1.1038373993398478,False
hokey,16,1.0,0.0,1.1038373993398478,False
significantly,16,0.25,0.75,1.1038373993398478,False
jagged,16,1.0,0.0,1.1038373993398478,False
shared,16,0.0,1.0,1.1038373993398478,False
juliette,16,0.3125,0.6875,1.1038373993398478,False
clunky,16,1.0,0.0,1.1038373993398478,False
evade,16,1.0,0.0,1.1038373993398478,False
chateau,16,0.3125,0.6875,1.1038373993398478,False
package,16,0.0625,0.9375,1.1038373993398478,False
comics,16,0.0,1.0,1.1038373993398478,False
maternal,16,0.0625,0.9375,1.1038373993398478,False
interestingly,16,0.0,1.0,1.1038373993398478,False
clause,16,0.625,0.375,1.1038373993398478,False
backdrops,16,1.0,0.0,1.1038373993398478,False
midway,16,0.6875,0.3125,1.1038373993398478,False
hill,16,0.5625,0.4375,1.1038373993398478,False
dimestore,16,0.9375,0.0625,1.1038373993398478,False
shower,16,0.5625,0.4375,1.1038373993398478,False
histrionics,16,1.0,0.0,1.1038373993398478,False
bank,16,0.375,0.625,1.1038373993398478,False
darkness,16,0.25,0.75,1.1038373993398478,False
sentence,16,1.0,0.0,1.1038373993398478,False
bargainbasement,16,1.0,0.0,1.1038373993398478,False
push,16,0.4375,0.5625,1.1038373993398478,False
strengths,16,0.0,1.0,1.1038373993398478,False
overrun,16,0.5,0.5,1.1038373993398478,False
suspect,16,0.625,0.375,1.1038373993398478,False
t,16,0.5625,0.4375,1.1038373993398478,False
hotbutton,16,0.5625,0.4375,1.1038373993398478,False
unwatchable,16,1.0,0.0,1.1038373993398478,False
grotesque,16,1.0,0.0,1.1038373993398478,False
12yearold,16,0.375,0.625,1.1038373993398478,False
trek,16,0.375,0.625,1.1038373993398478,False
turd,16,1.0,0.0,1.1038373993398478,False
jumbo,16,0.75,0.25,1.1038373993398478,False
crippled,16,1.0,0.0,1.1038373993398478,False
duke,16,0.0,1.0,1.1038373993398478,False
dynamics,16,0.0,1.0,1.1038373993398478,False
steers,16,0.125,0.875,1.1038373993398478,False
dopey,16,0.875,0.125,1.1038373993398478,False
lanes,16,0.4375,0.5625,1.1038373993398478,False
cia,16,0.9375,0.0625,1.1038373993398478,False
portray,16,0.5,0.5,1.1038373993398478,False
grisly,16,0.6875,0.3125,1.1038373993398478,False
pulse,16,0.625,0.375,1.1038373993398478,False
depraved,16,0.9375,0.0625,1.1038373993398478,False
disturbing,16,0.5625,0.4375,1.1038373993398478,False
oneliners,16,0.6875,0.3125,1.1038373993398478,False
incorporates,16,0.75,0.25,1.1038373993398478,False
legged,16,0.25,0.75,1.1038373993398478,False
indescribably,16,1.0,0.0,1.1038373993398478,False
fluffy,16,0.4375,0.5625,1.1038373993398478,False
enigmatic,16,0.0,1.0,1.1038373993398478,False
modesty,16,0.4375,0.5625,1.1038373993398478,False
elizabeth,16,0.875,0.125,1.1038373993398478,False
dupe,16,1.0,0.0,1.1038373993398478,False
lonely,16,0.25,0.75,1.1038373993398478,False
research,16,0.4375,0.5625,1.1038373993398478,False
legal,16,0.25,0.75,1.1038373993398478,False
crowdpleaser,16,0.0,1.0,1.1038373993398478,False
outcome,16,0.8125,0.1875,1.1038373993398478,False
stunningly,16,0.875,0.125,1.1038373993398478,False
flawless,16,0.0,1.0,1.1038373993398478,False
schmidt,16,0.4375,0.5625,1.1038373993398478,False
compared,16,0.375,0.625,1.1038373993398478,False
cumbersome,16,0.75,0.25,1.1038373993398478,False
jake,16,0.0,1.0,1.1038373993398478,False
adequately,16,0.0625,0.9375,1.1038373993398478,False
placement,16,0.9375,0.0625,1.1038373993398478,False
fullbodied,16,0.0,1.0,1.1038373993398478,False
jolly,16,0.0,1.0,1.1038373993398478,False
complaint,16,0.5,0.5,1.1038373993398478,False
engagingly,16,0.25,0.75,1.1038373993398478,False
assayas,16,0.1875,0.8125,1.1038373993398478,False
appreciated,16,0.4375,0.5625,1.1038373993398478,False
layer,16,1.0,0.0,1.1038373993398478,False
cuts,16,0.1875,0.8125,1.1038373993398478,False
conceptual,16,0.375,0.625,1.1038373993398478,False
pandering,16,0.4375,0.5625,1.1038373993398478,False
sorority,16,0.875,0.125,1.1038373993398478,False
burger,16,0.375,0.625,1.1038373993398478,False
tattered,16,1.0,0.0,1.1038373993398478,False
urgently,16,0.0,1.0,1.1038373993398478,False
heightened,16,0.0,1.0,1.1038373993398478,False
terror,16,0.375,0.625,1.1038373993398478,False
smiles,16,0.0625,0.9375,1.1038373993398478,False
spontaneous,16,0.0,1.0,1.1038373993398478,False
interaction,16,0.0,1.0,1.1038373993398478,False
phone,16,1.0,0.0,1.1038373993398478,False
dimension,16,0.1875,0.8125,1.1038373993398478,False
mad,16,0.9375,0.0625,1.1038373993398478,False
anime,16,0.25,0.75,1.1038373993398478,False
carrying,16,0.75,0.25,1.1038373993398478,False
dubious,16,0.8125,0.1875,1.1038373993398478,False
leather,16,0.75,0.25,1.1038373993398478,False
clad,16,0.375,0.625,1.1038373993398478,False
sober,16,0.9375,0.0625,1.1038373993398478,False
afternoon,16,0.125,0.875,1.1038373993398478,False
spice,16,0.4375,0.5625,1.1038373993398478,False
tart,16,0.3125,0.6875,1.1038373993398478,False
carved,16,0.0,1.0,1.1038373993398478,False
dana,16,0.5,0.5,1.1038373993398478,False
infectious,16,0.0,1.0,1.1038373993398478,False
shred,16,0.6875,0.3125,1.1038373993398478,False
antonia,16,0.75,0.25,1.1038373993398478,False
floor,16,0.625,0.375,1.1038373993398478,False
socalled,16,1.0,0.0,1.1038373993398478,False
fascination,16,0.1875,0.8125,1.1038373993398478,False
edits,16,0.5,0.5,1.1038373993398478,False
hall,16,0.375,0.625,1.1038373993398478,False
inappropriate,16,1.0,0.0,1.1038373993398478,False
unbearably,16,0.6875,0.3125,1.1038373993398478,False
stoop,16,1.0,0.0,1.1038373993398478,False
sara,16,1.0,0.0,1.1038373993398478,False
raises,16,0.375,0.625,1.1038373993398478,False
anguish,16,0.5,0.5,1.1038373993398478,False
displays,16,0.0625,0.9375,1.1038373993398478,False
serenity,16,0.0,1.0,1.1038373993398478,False
screens,16,0.5,0.5,1.1038373993398478,False
adding,16,0.25,0.75,1.1038373993398478,False
majestic,16,0.0,1.0,1.1038373993398478,False
experienced,16,0.6875,0.3125,1.1038373993398478,False
victimized,16,0.4375,0.5625,1.1038373993398478,False
effortless,16,0.0,1.0,1.1038373993398478,False
received,16,0.25,0.75,1.1038373993398478,False
vastly,16,0.0,1.0,1.1038373993398478,False
weep,16,0.375,0.625,1.1038373993398478,False
piercing,16,0.0,1.0,1.1038373993398478,False
merits,16,0.0625,0.9375,1.1038373993398478,False
enticing,16,0.1875,0.8125,1.1038373993398478,False
adams,16,0.6875,0.3125,1.1038373993398478,False
ditsy,16,0.5,0.5,1.1038373993398478,False
relate,16,0.5625,0.4375,1.1038373993398478,False
overtly,16,0.75,0.25,1.1038373993398478,False
shtick,16,0.9375,0.0625,1.1038373993398478,False
expecting,16,0.8125,0.1875,1.1038373993398478,False
dutiful,16,0.3125,0.6875,1.1038373993398478,False
aspirations,16,0.75,0.25,1.1038373993398478,False
pastiche,16,0.375,0.625,1.1038373993398478,False
pollution,16,0.6875,0.3125,1.1038373993398478,False
consolation,16,0.625,0.375,1.1038373993398478,False
atmospheric,16,0.1875,0.8125,1.1038373993398478,False
productions,16,0.25,0.75,1.1038373993398478,False
bucks,16,0.0625,0.9375,1.1038373993398478,False
essential,16,0.375,0.625,1.1038373993398478,False
concentrates,16,0.25,0.75,1.1038373993398478,False
mysteries,16,0.0,1.0,1.1038373993398478,False
unmemorable,16,0.9375,0.0625,1.1038373993398478,False
technique,16,0.625,0.375,1.1038373993398478,False
forth,16,0.0,1.0,1.1038373993398478,False
ritchie,16,0.8125,0.1875,1.1038373993398478,False
doofus,16,1.0,0.0,1.1038373993398478,False
13,16,0.4375,0.5625,1.1038373993398478,False
errors,16,0.625,0.375,1.1038373993398478,False
sequelforthesake,16,1.0,0.0,1.1038373993398478,False
rival,16,0.125,0.875,1.1038373993398478,False
noticeably,16,0.6875,0.3125,1.1038373993398478,False
symbolic,16,0.125,0.875,1.1038373993398478,False
procedural,16,1.0,0.0,1.1038373993398478,False
town,16,0.125,0.875,1.1038373993398478,False
formal,16,0.375,0.625,1.1038373993398478,False
selfcaricature,16,0.875,0.125,1.1038373993398478,False
paintbynumber,16,0.1875,0.8125,1.1038373993398478,False
van,16,0.375,0.625,1.1038373993398478,False
sublimely,16,0.0,1.0,1.1038373993398478,False
melancholic,16,0.0625,0.9375,1.1038373993398478,False
mechanical,16,0.875,0.125,1.1038373993398478,False
sm,16,0.8125,0.1875,1.1038373993398478,False
canon,16,0.0,1.0,1.1038373993398478,False
dozens,16,0.875,0.125,1.1038373993398478,False
backmasking,16,0.0,1.0,1.1038373993398478,False
smugly,16,1.0,0.0,1.1038373993398478,False
perform,16,0.6875,0.3125,1.1038373993398478,False
extravagant,16,0.0625,0.9375,1.1038373993398478,False
sessions,16,0.4375,0.5625,1.1038373993398478,False
tempting,16,0.125,0.875,1.1038373993398478,False
debate,16,0.25,0.75,1.1038373993398478,False
folk,16,0.25,0.75,1.1038373993398478,False
chew,16,0.75,0.25,1.1038373993398478,False
insensitivity,16,1.0,0.0,1.1038373993398478,False
levity,16,0.0625,0.9375,1.1038373993398478,False
inexplicable,16,1.0,0.0,1.1038373993398478,False
grasp,16,0.6875,0.3125,1.1038373993398478,False
examines,16,0.0,1.0,1.1038373993398478,False
fixating,16,0.6875,0.3125,1.1038373993398478,False
distinguish,16,0.875,0.125,1.1038373993398478,False
exploit,16,0.8125,0.1875,1.1038373993398478,False
beguiling,16,0.0,1.0,1.1038373993398478,False
strangers,16,0.6875,0.3125,1.1038373993398478,False
videotape,16,1.0,0.0,1.1038373993398478,False
begun,16,0.8125,0.1875,1.1038373993398478,False
undercurrent,16,0.1875,0.8125,1.1038373993398478,False
curves,16,0.0,1.0,1.1038373993398478,False
months,16,0.4375,0.5625,1.1038373993398478,False
requisite,16,1.0,0.0,1.1038373993398478,False
nair,16,0.0625,0.9375,1.1038373993398478,False
robinson,16,0.125,0.875,1.1038373993398478,False
crafty,16,0.0,1.0,1.1038373993398478,False
stinks,16,1.0,0.0,1.1038373993398478,False
unsatisfying,16,0.875,0.125,1.1038373993398478,False
genius,16,0.3125,0.6875,1.1038373993398478,False
fade,16,1.0,0.0,1.1038373993398478,False
cheeky,16,0.0,1.0,1.1038373993398478,False
ordeal,16,1.0,0.0,1.1038373993398478,False
resonate,16,0.125,0.875,1.1038373993398478,False
irresistibly,16,0.0,1.0,1.1038373993398478,False
barry,16,0.0625,0.9375,1.1038373993398478,False
distinct,16,0.0625,0.9375,1.1038373993398478,False
inauthentic,16,1.0,0.0,1.1038373993398478,False
experiment,16,0.0,1.0,1.1038373993398478,False
payami,16,0.1875,0.8125,1.1038373993398478,False
teachers,16,0.5,0.5,1.1038373993398478,False
selfesteem,16,0.125,0.875,1.1038373993398478,False
analysis,16,1.0,0.0,1.1038373993398478,False
repellent,16,0.75,0.25,1.1038373993398478,False
pedestrian,16,0.8125,0.1875,1.1038373993398478,False
negative,16,1.0,0.0,1.1038373993398478,False
gutwrenching,16,0.0,1.0,1.1038373993398478,False
reluctant,16,0.5,0.5,1.1038373993398478,False
nostalgia,16,0.5,0.5,1.1038373993398478,False
rings,16,0.3125,0.6875,1.1038373993398478,False
jackass,16,0.8125,0.1875,1.1038373993398478,False
capra,16,0.875,0.125,1.1038373993398478,False
predicament,16,0.5,0.5,1.1038373993398478,False
sticky,16,1.0,0.0,1.1038373993398478,False
inject,16,0.3125,0.6875,1.1038373993398478,False
enlightening,16,0.3125,0.6875,1.1038373993398478,False
soufflé,16,0.9375,0.0625,1.1038373993398478,False
schmaltz,16,0.9375,0.0625,1.1038373993398478,False
named,15,0.9333333333333333,0.06666666666666667,1.1236405843894475,False
covers,15,0.26666666666666666,0.7333333333333333,1.1236405843894475,False
40,15,0.8666666666666667,0.13333333333333333,1.1236405843894475,False
ben,15,0.7333333333333333,0.26666666666666666,1.1236405843894475,False
directions,15,0.5333333333333333,0.4666666666666667,1.1236405843894475,False
lows,15,0.2,0.8,1.1236405843894475,False
pulp,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
build,15,0.6666666666666666,0.3333333333333333,1.1236405843894475,False
harris,15,0.6666666666666666,0.3333333333333333,1.1236405843894475,False
region,15,0.0,1.0,1.1236405843894475,False
conquer,15,0.06666666666666667,0.9333333333333333,1.1236405843894475,False
oozing,15,0.0,1.0,1.1236405843894475,False
insignificance,15,1.0,0.0,1.1236405843894475,False
traditionally,15,0.0,1.0,1.1236405843894475,False
facile,15,0.9333333333333333,0.06666666666666667,1.1236405843894475,False
stillinestimable,15,0.0,1.0,1.1236405843894475,False
binoche,15,0.0,1.0,1.1236405843894475,False
accomplish,15,0.0,1.0,1.1236405843894475,False
tawdry,15,1.0,0.0,1.1236405843894475,False
interviews,15,0.0,1.0,1.1236405843894475,False
vulnerable,15,0.06666666666666667,0.9333333333333333,1.1236405843894475,False
darling,15,0.0,1.0,1.1236405843894475,False
atop,15,0.9333333333333333,0.06666666666666667,1.1236405843894475,False
passing,15,0.5333333333333333,0.4666666666666667,1.1236405843894475,False
hampered,15,1.0,0.0,1.1236405843894475,False
hypocritical,15,1.0,0.0,1.1236405843894475,False
thinly,15,1.0,0.0,1.1236405843894475,False
shrek,15,0.5333333333333333,0.4666666666666667,1.1236405843894475,False
sleeper,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
antics,15,0.9333333333333333,0.06666666666666667,1.1236405843894475,False
regardless,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
madness,15,0.06666666666666667,0.9333333333333333,1.1236405843894475,False
