,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact
cutouts,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
inflating,23,0.43478260869565216,0.30434782608695654,0.2608695652173913,0.8206229720899457,False
bullfighting,23,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.8206229720899457,False
exhibits,23,0.391304347826087,0.2608695652173913,0.34782608695652173,0.8206229720899457,False
jerry,23,0.391304347826087,0.30434782608695654,0.30434782608695654,0.8206229720899457,False
brushed,23,0.30434782608695654,0.391304347826087,0.30434782608695654,0.8206229720899457,False
pulpit,23,0.43478260869565216,0.30434782608695654,0.2608695652173913,0.8206229720899457,False
recreate,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.8206229720899457,False
vulture,23,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.8206229720899457,False
reins,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.8206229720899457,False
sparse,23,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.8206229720899457,False
humorous,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
barney,23,0.391304347826087,0.2608695652173913,0.34782608695652173,0.8206229720899457,False
c,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
jaws,23,0.34782608695652173,0.391304347826087,0.2608695652173913,0.8206229720899457,False
28,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
headwraps,23,0.30434782608695654,0.391304347826087,0.30434782608695654,0.8206229720899457,False
varieties,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
animatedly,23,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.8206229720899457,False
mallets,23,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.8206229720899457,False
briefcases,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.8206229720899457,False
breakdancers,23,0.391304347826087,0.30434782608695654,0.30434782608695654,0.8206229720899457,False
consults,23,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.8206229720899457,False
baring,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
solemn,23,0.4782608695652174,0.21739130434782608,0.30434782608695654,0.8206229720899457,False
battleship,23,0.5652173913043478,0.21739130434782608,0.21739130434782608,0.8206229720899457,False
ps3,23,0.2608695652173913,0.391304347826087,0.34782608695652173,0.8206229720899457,False
choke,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.8206229720899457,False
cadillac,23,0.34782608695652173,0.2608695652173913,0.391304347826087,0.8206229720899457,False
bathe,23,0.30434782608695654,0.17391304347826086,0.5217391304347826,0.8206229720899457,False
platforms,23,0.2608695652173913,0.391304347826087,0.34782608695652173,0.8206229720899457,False
masts,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
handled,23,0.30434782608695654,0.391304347826087,0.30434782608695654,0.8206229720899457,False
unshaven,23,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.8206229720899457,False
clever,23,0.2608695652173913,0.30434782608695654,0.43478260869565216,0.8206229720899457,False
pelicans,23,0.391304347826087,0.30434782608695654,0.30434782608695654,0.8206229720899457,False
advocacy,23,0.30434782608695654,0.43478260869565216,0.2608695652173913,0.8206229720899457,False
receding,23,0.30434782608695654,0.30434782608695654,0.391304347826087,0.8206229720899457,False
orbs,23,0.30434782608695654,0.391304347826087,0.30434782608695654,0.8206229720899457,False
differentcolored,23,0.30434782608695654,0.391304347826087,0.30434782608695654,0.8206229720899457,False
concessions,23,0.391304347826087,0.30434782608695654,0.30434782608695654,0.8206229720899457,False
twp,23,0.2608695652173913,0.43478260869565216,0.30434782608695654,0.8206229720899457,False
tricky,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
comcast,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
sideburns,23,0.2608695652173913,0.34782608695652173,0.391304347826087,0.8206229720899457,False
shuffling,23,0.34782608695652173,0.34782608695652173,0.30434782608695654,0.8206229720899457,False
hartman,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
spouts,23,0.30434782608695654,0.2608695652173913,0.43478260869565216,0.8206229720899457,False
coastal,23,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.8206229720899457,False
canisters,23,0.30434782608695654,0.34782608695652173,0.34782608695652173,0.8206229720899457,False
cosmic,23,0.2608695652173913,0.391304347826087,0.34782608695652173,0.8206229720899457,False
spacious,23,0.34782608695652173,0.30434782608695654,0.34782608695652173,0.8206229720899457,False
sway,23,0.30434782608695654,0.30434782608695654,0.391304347826087,0.8206229720899457,False
toting,22,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.8315746684725884,False
jp,22,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.8315746684725884,False
connect,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
sends,22,0.4090909090909091,0.22727272727272727,0.36363636363636365,0.8315746684725884,False
waved,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
breaded,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
request,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
affectionately,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
improve,22,0.13636363636363635,0.2727272727272727,0.5909090909090909,0.8315746684725884,False
alter,22,0.45454545454545453,0.22727272727272727,0.3181818181818182,0.8315746684725884,False
means,22,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.8315746684725884,False
pedicure,22,0.5,0.13636363636363635,0.36363636363636365,0.8315746684725884,False
hovers,22,0.45454545454545453,0.3181818181818182,0.22727272727272727,0.8315746684725884,False
buddy,22,0.3181818181818182,0.09090909090909091,0.5909090909090909,0.8315746684725884,False
australia,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.8315746684725884,False
peruse,22,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.8315746684725884,False
clearance,22,0.22727272727272727,0.22727272727272727,0.5454545454545454,0.8315746684725884,False
watchers,22,0.18181818181818182,0.3181818181818182,0.5,0.8315746684725884,False
contractor,22,0.3181818181818182,0.09090909090909091,0.5909090909090909,0.8315746684725884,False
clogs,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
technical,22,0.3181818181818182,0.4090909090909091,0.2727272727272727,0.8315746684725884,False
colour,22,0.18181818181818182,0.5909090909090909,0.22727272727272727,0.8315746684725884,False
pitbulls,22,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.8315746684725884,False
hurting,22,0.3181818181818182,0.13636363636363635,0.5454545454545454,0.8315746684725884,False
lowering,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
victims,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
ouside,22,0.13636363636363635,0.8181818181818182,0.045454545454545456,0.8315746684725884,False
matter,22,0.2727272727272727,0.22727272727272727,0.5,0.8315746684725884,False
differently,22,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.8315746684725884,False
informally,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
amusing,22,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.8315746684725884,False
fooling,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
discovered,22,0.22727272727272727,0.09090909090909091,0.6818181818181818,0.8315746684725884,False
jupiter,22,0.8181818181818182,0.0,0.18181818181818182,0.8315746684725884,False
preacher,22,0.5454545454545454,0.045454545454545456,0.4090909090909091,0.8315746684725884,False
hisher,22,0.22727272727272727,0.22727272727272727,0.5454545454545454,0.8315746684725884,False
stripping,22,0.6818181818181818,0.13636363636363635,0.18181818181818182,0.8315746684725884,False
hitched,22,0.22727272727272727,0.36363636363636365,0.4090909090909091,0.8315746684725884,False
teenaged,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.8315746684725884,False
manually,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
bookshelves,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
november,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
trial,22,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.8315746684725884,False
amsterdam,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
vocal,22,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.8315746684725884,False
moored,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
passion,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
rust,22,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.8315746684725884,False
49ers,22,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.8315746684725884,False
soloist,22,0.5,0.22727272727272727,0.2727272727272727,0.8315746684725884,False
alot,22,0.09090909090909091,0.5909090909090909,0.3181818181818182,0.8315746684725884,False
sleeved,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
strainer,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
el,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
bouquets,22,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.8315746684725884,False
struts,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
stevie,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
obscure,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
non,22,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.8315746684725884,False
revolving,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
heineken,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
mesmerized,22,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.8315746684725884,False
impatiently,22,0.22727272727272727,0.045454545454545456,0.7272727272727273,0.8315746684725884,False
robber,22,0.6818181818181818,0.0,0.3181818181818182,0.8315746684725884,False
unsupervised,22,0.5909090909090909,0.0,0.4090909090909091,0.8315746684725884,False
puller,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
effect,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
exposure,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
understand,22,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.8315746684725884,False
janitors,22,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.8315746684725884,False
saint,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
pursuing,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
specialty,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
excellent,22,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.8315746684725884,False
gator,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
sometimes,22,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.8315746684725884,False
mandolin,22,0.5,0.2727272727272727,0.22727272727272727,0.8315746684725884,False
graze,22,0.5,0.18181818181818182,0.3181818181818182,0.8315746684725884,False
crooked,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
pee,22,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.8315746684725884,False
swirl,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
transvestite,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
molding,22,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.8315746684725884,False
promotional,22,0.18181818181818182,0.3181818181818182,0.5,0.8315746684725884,False
wedded,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
circling,22,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.8315746684725884,False
monday,22,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.8315746684725884,False
iv,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
armchair,22,0.5,0.22727272727272727,0.2727272727272727,0.8315746684725884,False
cheeses,22,0.36363636363636365,0.22727272727272727,0.4090909090909091,0.8315746684725884,False
te,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
plots,22,0.45454545454545453,0.22727272727272727,0.3181818181818182,0.8315746684725884,False
squeezes,22,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.8315746684725884,False
licked,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
saxophonist,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
aligned,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
global,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
illegal,22,0.2727272727272727,0.13636363636363635,0.5909090909090909,0.8315746684725884,False
suites,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
universal,22,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.8315746684725884,False
voting,22,0.3181818181818182,0.18181818181818182,0.5,0.8315746684725884,False
brutality,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
ave,22,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.8315746684725884,False
handprints,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
partial,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
jaywalking,22,0.22727272727272727,0.09090909090909091,0.6818181818181818,0.8315746684725884,False
mustachioed,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
hillary,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
snowshoeing,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
911,22,0.22727272727272727,0.18181818181818182,0.5909090909090909,0.8315746684725884,False
seamstress,22,0.18181818181818182,0.3181818181818182,0.5,0.8315746684725884,False
coordinate,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
bounced,22,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.8315746684725884,False
detroit,22,0.2727272727272727,0.22727272727272727,0.5,0.8315746684725884,False
midsized,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
basset,22,0.22727272727272727,0.22727272727272727,0.5454545454545454,0.8315746684725884,False
combs,22,0.5454545454545454,0.3181818181818182,0.13636363636363635,0.8315746684725884,False
teh,22,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.8315746684725884,False
doorbell,22,0.4090909090909091,0.3181818181818182,0.2727272727272727,0.8315746684725884,False
rodent,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
swiming,22,0.6818181818181818,0.13636363636363635,0.18181818181818182,0.8315746684725884,False
flora,22,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.8315746684725884,False
insects,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
cruz,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
invention,22,0.18181818181818182,0.3181818181818182,0.5,0.8315746684725884,False
stately,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
jackson,22,0.36363636363636365,0.22727272727272727,0.4090909090909091,0.8315746684725884,False
silverware,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
rome,22,0.3181818181818182,0.18181818181818182,0.5,0.8315746684725884,False
blast,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
obtain,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
neutral,22,0.3181818181818182,0.4090909090909091,0.2727272727272727,0.8315746684725884,False
lighthaired,22,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.8315746684725884,False
transported,22,0.22727272727272727,0.36363636363636365,0.4090909090909091,0.8315746684725884,False
yogurt,22,0.6818181818181818,0.13636363636363635,0.18181818181818182,0.8315746684725884,False
domed,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
soaks,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
trader,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
data,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
dines,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
balled,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
arabian,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
placard,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
scowls,22,0.5909090909090909,0.18181818181818182,0.22727272727272727,0.8315746684725884,False
marco,22,0.2727272727272727,0.0,0.7272727272727273,0.8315746684725884,False
possess,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
tvs,22,0.4090909090909091,0.36363636363636365,0.22727272727272727,0.8315746684725884,False
bye,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
bowled,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
blends,22,0.4090909090909091,0.3181818181818182,0.2727272727272727,0.8315746684725884,False
lovingly,22,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.8315746684725884,False
uno,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
guitarplaying,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
trenchcoat,22,0.4090909090909091,0.22727272727272727,0.36363636363636365,0.8315746684725884,False
waistdeep,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
respirator,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
separately,22,0.45454545454545453,0.3181818181818182,0.22727272727272727,0.8315746684725884,False
spotters,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
wellkept,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
handsaw,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
citys,22,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.8315746684725884,False
charades,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
consoled,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
sledge,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
enthusiasts,22,0.2727272727272727,0.22727272727272727,0.5,0.8315746684725884,False
mattresses,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
biplane,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
wands,22,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.8315746684725884,False
piglet,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
postcard,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
existing,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
drainpipe,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
lease,22,0.22727272727272727,0.4090909090909091,0.36363636363636365,0.8315746684725884,False
redandwhite,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
aerosol,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
streetcar,22,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.8315746684725884,False
retro,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
result,22,0.3181818181818182,0.22727272727272727,0.45454545454545453,0.8315746684725884,False
twotoned,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
collector,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
woodpaneled,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
syrup,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
oblong,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
hijabs,22,0.4090909090909091,0.2727272727272727,0.3181818181818182,0.8315746684725884,False
suzuki,22,0.3181818181818182,0.2727272727272727,0.4090909090909091,0.8315746684725884,False
overstuffed,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
flue,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
stencil,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
shredder,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
diplomas,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
bolted,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
graham,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
waistband,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
sellers,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
wicket,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
brigada,22,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.8315746684725884,False
aikido,22,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.8315746684725884,False
polling,22,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.8315746684725884,False
yoked,22,0.36363636363636365,0.3181818181818182,0.3181818181818182,0.8315746684725884,False
capital,21,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.843299598179756,False
witnessed,21,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.843299598179756,False
bobsled,21,0.7619047619047619,0.14285714285714285,0.09523809523809523,0.843299598179756,False
morgan,21,0.3333333333333333,0.38095238095238093,0.2857142857142857,0.843299598179756,False
cd,21,0.5714285714285714,0.09523809523809523,0.3333333333333333,0.843299598179756,False
ii,21,0.47619047619047616,0.14285714285714285,0.38095238095238093,0.843299598179756,False
miscellaneous,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.843299598179756,False
fifteen,21,0.42857142857142855,0.0,0.5714285714285714,0.843299598179756,False
kills,21,0.5238095238095238,0.19047619047619047,0.2857142857142857,0.843299598179756,False
iceskating,21,0.5238095238095238,0.19047619047619047,0.2857142857142857,0.843299598179756,False
marry,21,0.2857142857142857,0.19047619047619047,0.5238095238095238,0.843299598179756,False
miners,21,0.3333333333333333,0.2857142857142857,0.38095238095238093,0.843299598179756,False
procedures,21,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.843299598179756,False
louis,21,0.23809523809523808,0.3333333333333333,0.42857142857142855,0.843299598179756,False
sneaking,21,0.42857142857142855,0.0,0.5714285714285714,0.843299598179756,False
demon,21,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.843299598179756,False
bits,21,0.38095238095238093,0.38095238095238093,0.23809523809523808,0.843299598179756,False
elements,21,0.19047619047619047,0.5714285714285714,0.23809523809523808,0.843299598179756,False
joyful,21,0.19047619047619047,0.42857142857142855,0.38095238095238093,0.843299598179756,False
hibachi,21,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.843299598179756,False
playroom,21,0.5238095238095238,0.23809523809523808,0.23809523809523808,0.843299598179756,False
ripe,21,0.3333333333333333,0.19047619047619047,0.47619047619047616,0.843299598179756,False
replace,21,0.09523809523809523,0.14285714285714285,0.7619047619047619,0.843299598179756,False
violent,21,0.42857142857142855,0.09523809523809523,0.47619047619047616,0.843299598179756,False
gasps,21,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.843299598179756,False
propeller,21,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.843299598179756,False
youthful,21,0.2857142857142857,0.47619047619047616,0.23809523809523808,0.843299598179756,False
cottage,21,0.5238095238095238,0.14285714285714285,0.3333333333333333,0.843299598179756,False
failed,21,0.42857142857142855,0.19047619047619047,0.38095238095238093,0.843299598179756,False
hears,21,0.23809523809523808,0.14285714285714285,0.6190476190476191,0.843299598179756,False
rinsing,21,0.3333333333333333,0.38095238095238093,0.2857142857142857,0.843299598179756,False
tinkerbell,21,0.38095238095238093,0.2857142857142857,0.3333333333333333,0.843299598179756,False
tidal,21,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.843299598179756,False
parkour,21,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.843299598179756,False
kung,21,0.23809523809523808,0.23809523809523808,0.5238095238095238,0.843299598179756,False
fu,21,0.23809523809523808,0.23809523809523808,0.5238095238095238,0.843299598179756,False
businesswoman,21,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.843299598179756,False
investigate,21,0.19047619047619047,0.23809523809523808,0.5714285714285714,0.843299598179756,False
teething,21,0.09523809523809523,0.14285714285714285,0.7619047619047619,0.843299598179756,False
advertise,21,0.23809523809523808,0.19047619047619047,0.5714285714285714,0.843299598179756,False
stomping,21,0.6190476190476191,0.14285714285714285,0.23809523809523808,0.843299598179756,False
spit,21,0.42857142857142855,0.19047619047619047,0.38095238095238093,0.843299598179756,False
dream,21,0.23809523809523808,0.047619047619047616,0.7142857142857143,0.843299598179756,False
woke,21,0.23809523809523808,0.047619047619047616,0.7142857142857143,0.843299598179756,False
grace,21,0.2857142857142857,0.23809523809523808,0.47619047619047616,0.843299598179756,False
prediction,21,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.843299598179756,False
suntan,21,0.38095238095238093,0.09523809523809523,0.5238095238095238,0.843299598179756,False
shakespeare,21,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.843299598179756,False
thunderstorm,21,0.5238095238095238,0.0,0.47619047619047616,0.843299598179756,False
eyeing,21,0.2857142857142857,0.38095238095238093,0.3333333333333333,0.843299598179756,False
livingroom,21,0.8095238095238095,0.0,0.19047619047619047,0.843299598179756,False
hardhats,21,0.23809523809523808,0.23809523809523808,0.5238095238095238,0.843299598179756,False
aerobics,21,0.5238095238095238,0.19047619047619047,0.2857142857142857,0.843299598179756,False
gallon,21,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.843299598179756,False
ignored,21,0.7619047619047619,0.047619047619047616,0.19047619047619047,0.843299598179756,False
mantis,21,0.3333333333333333,0.2857142857142857,0.38095238095238093,0.843299598179756,False
pure,21,0.6190476190476191,0.14285714285714285,0.23809523809523808,0.843299598179756,False
orphans,21,0.23809523809523808,0.19047619047619047,0.5714285714285714,0.843299598179756,False
beaten,21,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.843299598179756,False
beanbags,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.843299598179756,False
freely,21,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.843299598179756,False
fought,21,0.47619047619047616,0.09523809523809523,0.42857142857142855,0.843299598179756,False
handcuffs,21,0.47619047619047616,0.2857142857142857,0.23809523809523808,0.843299598179756,False
drown,21,0.5238095238095238,0.0,0.47619047619047616,0.843299598179756,False
bunches,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.843299598179756,False
coffin,21,0.5714285714285714,0.19047619047619047,0.23809523809523808,0.843299598179756,False
jimmy,21,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.843299598179756,False
designing,21,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.843299598179756,False
sin,21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.843299598179756,False
hamster,21,0.5714285714285714,0.047619047619047616,0.38095238095238093,0.843299598179756,False
