,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact,diff
disconnected,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lizzard,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
roosting,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
sparrows,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ramsey,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
arthritis,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
increases,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
surrenders,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
seams,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
47,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
seahorses,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
stash,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lazyboy,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
peals,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
polevault,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
overwhelming,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
soot,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
truly,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
alex,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
diagnosing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
resists,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
handspinning,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tasking,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
orchestrating,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
98,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
johnson,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
votto,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
stealthily,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
unmoving,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
kneeboards,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
cooperate,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
fracking,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
nicer,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
bovines,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
recites,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
verse,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
classifieds,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
streeet,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
poka,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
trackl,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
miracle,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
regimen,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tutored,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
felons,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
corpses,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
farts,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
plops,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
compliment,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
minors,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
melody,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
paintballs,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
transactions,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
standoff,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
acne,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
obsticals,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
outside3,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lustrous,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
copse,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
meager,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
programme,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
gitls,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
stunk,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
clows,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
repairng,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
eletronic,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
drones,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
3am,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chellos,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
droned,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
pepole,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
volkwagen,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
stans,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
beck,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
libarary,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
wags,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
triplet,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fleamarket,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
foxy,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
invitation,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
intake,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
wiemaraner,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
motocrycles,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
customized,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
minibike,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
ranges,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
somepeople,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
cpa,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
danes,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
touchdowns,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
unclean,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
sashays,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
buttefly,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
servants,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
adored,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
dishware,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
famers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
knitwear,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
canary,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
paddleboat,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
wyoming,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hadnt,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fledged,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
vice,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
cuting,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
remarks,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
refereed,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
bathrobes,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
drees,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
figuratively,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
peg,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
confines,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
eh,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
densely,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
breakdown,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
clint,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
eastwood,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bo,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
microsope,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
posessions,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
disorderly,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
catcalls,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hoolahoop,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
remembered,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
dime,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
examing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
austin,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jackers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
basil,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hotcakes,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
newfoundland,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fulfills,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
wering,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
googling,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
panchos,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
sulks,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
monolopy,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
leonardo,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
tempting,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
acontruction,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
riotous,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
gloomily,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
exercisers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
nines,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
windowasher,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
screeching,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
meating,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
slitting,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
highschools,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
grafiti,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
threats,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
rabbis,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
marveling,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
nazi,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chainshaw,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
machanic,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
expressed,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
oceanographer,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bridesmades,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
uranus,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
simulator,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
slurs,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
oats,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lynard,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
cowded,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
gag,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
prettily,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
updated,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lookig,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
1080,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ab,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
photot,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
catus,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
pushs,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
snarl,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
deny,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
goali,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
bonus,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
puches,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
catcalling,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
themselve,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
thrid,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
intervenes,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
carrie,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
donw,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
smugglers,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
dire,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
squished,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
50000,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
aggresive,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
longsword,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
skirun,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
zeus,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
thrash,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
rootbeer,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
safeway,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
volcanos,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sacrificing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
pablo,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
arduous,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
simming,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
mistaken,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
amatuer,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
anguish,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
rythmic,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
peform,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
rituals,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
oop,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sk8tr,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
boi,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
brady,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
abreast,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
reattach,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
retriver,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
puttputt,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
nick,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
midtrick,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
upgrades,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
corned,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
penis,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
pampered,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
techs,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
brightest,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
paddleboards,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
pensioners,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
outsided,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
lacrose,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
louise,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
dockers,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
docile,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
abalone,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
huck,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
untangled,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lineup,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
jason,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
assaulted,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fluent,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
frolf,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
coding,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
wimming,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
crimes,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
76,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
unplugged,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
approve,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
leveled,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
rivalry,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
huggers,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ostriches,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
infantry,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
topiaries,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
musicina,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
runds,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
rin,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
stagediving,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
restocking,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
blackout,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
pal,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
flourescent,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
ravages,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
enjoyng,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
illustrations,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
impediment,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
paiting,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
flaunts,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
playinh,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
loosening,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
neds,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chilean,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
mouthwash,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lures,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
labled,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
hemingway,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
apocalyptic,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
seaated,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
warned,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
sur,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
dimensions,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tobogganing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
petunias,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
lillies,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
churchill,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
breadsticks,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
daniel,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hacker,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
univeristy,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
pastime,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
alcoholics,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
skyrise,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
sunburns,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
buds,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
motcross,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
subordinate,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
1965,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
outhouse,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
nightclubs,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
susans,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
organs,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
succeeds,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
baskteball,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
tats,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
barracks,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
steelhead,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hans,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
uninhabited,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
grocers,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
shoplifter,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
herslef,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
superheros,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
gapes,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
highwire,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
employess,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
exhibitionists,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
defacing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
flicks,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
leering,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
mimicing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
fiercly,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
comboy,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
lectured,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
convertable,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
rabits,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
cornering,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
employing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
pho,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
gymnest,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
chula,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
independently,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
combine,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
inventing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ecuador,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
colada,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
thunderstorming,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
parapalegic,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
compactor,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
profits,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
homicide,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
energize,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
bellringer,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
aressted,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
sandlot,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
althlete,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
completeing,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
playgrounds,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
behaviors,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
foodball,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fornt,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
boos,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
slidng,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
arenas,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
grimy,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
sludgehammer,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
storytime,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
toledo,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
frolick,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
tattoing,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
fawn,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
leno,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
ceramics,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
restraunts,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
patern,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
kithcen,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
acdc,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
hiring,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
solely,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
reasonable,2,0.0,0.5,0.5,2.3384847925093752,False,1.8384847925093752
truffles,2,0.5,0.0,0.5,2.3384847925093752,False,1.8384847925093752
orage,2,0.5,0.5,0.0,2.3384847925093752,False,1.8384847925093752
