,0,1,n,p_0,p_1,boundary,isArtifact,max_p,diff
judith,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
zaza,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
bedroom,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
arguing,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
fortunately,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
observer,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
37minute,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
snowman,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
cuarón,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
tres,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
nia,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
lookin,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
americanstyle,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
delirious,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
ark,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
zoom,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
deepa,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
maggio,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
munch,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
convinces,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
bros,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
komediant,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
halos,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
duties,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
equlibrium,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
lipstick,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
kiarostami,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
charly,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
portugal,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
jeffs,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
athletic,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
scan,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
talkers,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
forever,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
starproducer,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
consumers,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
actordirector,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
polson,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
cornpone,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
cosa,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
nostra,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
forgivable,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
mildmannered,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
synthetic,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
evoke,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
cloaks,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
mcadams,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
seriocomic,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
romething,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
grooved,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
51st,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
minus,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
barbers,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
skateboard,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
arm,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
pielike,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
irreverence,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
mccrudden,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
averse,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
somethingborrowed,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
christine,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
doo,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
automatic,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
gunfire,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
forrest,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
gump,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
completists,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
peekaboo,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
cockeyed,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
fistfights,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
explanations,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
gymnastics,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
hunnam,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
merchantivory,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
girardot,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
lux,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
mingles,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
barnside,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
sonnenfeld,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
entertainments,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
epps,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
sunday,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
beresford,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
trey,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
findings,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
colonialism,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
foo,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
yung,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
coburn,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
veggietales,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
methodical,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
jeonghyang,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
theorizing,1,0,1,1.0,0.0,2.915349597359391,False,1.0,1.9153495973593908
colosseum,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
antagonism,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
jerusalem,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
featherweight,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
koshashvili,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
symbolically,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
iranianamerican,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
1979,0,1,1,0.0,1.0,2.915349597359391,False,1.0,1.9153495973593908
karen,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
aiello,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
existent,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
antivirus,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
devoted,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
kramer,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
participation,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
dumplings,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
cq,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
croatia,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
salient,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
rope,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
quitting,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
tarantula,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
helga,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
versace,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
salvos,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
simpler,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
leaner,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
michell,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
aircraft,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
carrier,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
worshipful,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
conversational,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
hanukkah,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
calculus,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
mit,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
whowroteshakespeare,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
calibre,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
roses,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
skeptics,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
rekindle,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
alarms,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
amassed,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
affluent,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
damsel,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
distress,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
unsolved,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
unresolved,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
jockey,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
extremists,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
adopt,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
ministers,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
biblestudy,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
bythebook,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
nonfirsthand,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
rocawear,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
secular,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
viterelli,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
april,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
congeniality,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
peerlessly,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
synagogue,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
unstinting,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
mushhearted,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
seventeen,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
middleamerica,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
k,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
loneliest,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
royals,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
theological,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
watercamera,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
operating,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
wanton,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
slipperiness,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
burkina,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
faso,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
ensnare,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
burden,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
cutter,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
glizty,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
included,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
fred,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
flinch,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
slowed,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
bledel,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
distinguishes,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
ventures,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
abilities,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
tots,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
vertical,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
teenager,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
reworks,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
freundlich,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
description,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
sidey,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
augmented,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
customarily,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
acquainted,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
islanders,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
kideok,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
parallel,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
schnieder,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
disarming,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
danang,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
heaped,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
icy,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
fustily,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
formuliac,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
clicks,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
attractions,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
causes,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
americanized,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
cheech,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
chong,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
disapproval,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
ceo,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
caddyshack,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
grub,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
indieflick,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
hymn,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
sensationalize,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
eroticism,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
fried,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
amiss,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
neurosis,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
dilettante,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
controlling,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
cornball,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
fizzability,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
dogged,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
tape,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
810,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
moralcondundrum,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
echo,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
copmovieland,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
progressive,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
delves,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
twentythree,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
agnostic,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
carnivore,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
thirtythree,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
fiendishly,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
ongoing,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
disturbingly,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
toospectacular,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
hood,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
p,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
criterion,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
underlines,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
underdog,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
1987,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
rackets,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
grounding,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
leonard,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
uphill,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
instigator,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
englishmen,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
dissipated,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
asylum,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
telegraphs,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
convenience,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
muting,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
physique,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
anton,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
breakdown,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
iles,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
janey,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
innate,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
scriptwriters,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
fuelled,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
occupational,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
mehta,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
immaculately,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
mein,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
tso,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
breach,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
bazadona,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
woodard,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
98,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
eccentrics,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
computeranimated,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
profession,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
stranger,1,1,2,0.5,0.5,2.2079100792290225,False,0.5,1.7079100792290225
dick,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
nicks,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
playdoh,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
partyhearty,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
insanity,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
debuts,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
verite,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
haphazardness,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
belovedmajor,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
brittle,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
homosexuality,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
96,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
grizzled,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
professor,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
liven,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
herring,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
shopping,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
savaged,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
zeitgeist,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
plate,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
spanish,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
anonymity,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
environments,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
corpus,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
wartorn,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
negativity,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
welles,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
broadside,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
defuses,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
longley,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
zen,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
gaunt,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
sandeman,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
laced,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
goodlooking,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
realization,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
quinn,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
grungepirate,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
hairdo,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
gandalf,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
reigen,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
discuss,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False,0.6666666666666666,1.227836073555832
represent,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False,0.6666666666666666,1.227836073555832
