,0,1,n,p_0,p_1,boundary,isArtifact
lacks,113,21,134,0.8432835820895522,0.15671641791044777,0.7086544253899429,True
charisma,18,40,58,0.3103448275862069,0.6896551724137931,0.8171509397384287,False
ability,15,73,88,0.17045454545454544,0.8295454545454546,0.7574771322031286,True
carry,5,19,24,0.20833333333333334,0.7916666666666666,0.9930311719972756,False
broad,32,9,41,0.7804878048780488,0.21951219512195122,0.877214232895746,False
shoulders,10,11,21,0.47619047619047616,0.5238095238095238,1.0270724933181201,False
report,23,15,38,0.6052631578947368,0.39473684210526316,0.8918214442112555,False
spousal,4,1,5,0.8,0.2,1.5801771778244689,False
abuse,18,6,24,0.75,0.25,0.9930311719972756,False
fake,36,17,53,0.6792452830188679,0.32075471698113206,0.8317737828265249,False
backdrops,16,0,16,1.0,0.0,1.1038373993398478,False
stately,9,15,24,0.375,0.625,0.9930311719972756,False
diverse,1,20,21,0.047619047619047616,0.9523809523809523,1.0270724933181201,False
astonishingly,15,21,36,0.4166666666666667,0.5833333333333334,0.9025582662265652,False
articulate,1,12,13,0.07692307692307693,0.9230769230769231,1.169897447803891,False
palestinian,1,3,4,0.25,0.75,1.7076747986796954,False
israeli,0,7,7,0.0,1.0,1.4129163376989913,False
suffers,70,0,70,1.0,0.0,0.7886894940308252,True
strong,15,192,207,0.07246376811594203,0.927536231884058,0.6678784020121282,True
humanism,0,12,12,0.0,1.0,1.1972513701112493,False
touches,11,33,44,0.25,0.75,0.8641276523625949,False
dragon,7,21,28,0.25,0.75,0.9564581688494956,False
loses,50,2,52,0.9615384615384616,0.038461538461538464,0.8349487239019455,True
fire,42,30,72,0.5833333333333334,0.4166666666666667,0.7846516798715037,False
midway,11,5,16,0.6875,0.3125,1.1038373993398478,False
nearly,141,72,213,0.6619718309859155,0.3380281690140845,0.665497027439713,False
flickering,6,6,12,0.5,0.5,1.1972513701112493,False
perfunctory,16,1,17,0.9411764705882353,0.058823529411764705,1.085808324276815,False
rodriguez,0,9,9,0.0,1.0,1.3051165324531304,False
purpose,56,28,84,0.6666666666666666,0.3333333333333333,0.7635362466590601,False
finesse,0,9,9,0.0,1.0,1.3051165324531304,False
england,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
roger,14,21,35,0.4,0.6,0.9082685977730197,False
mitchell,0,4,4,0.0,1.0,1.7076747986796954,False
handily,0,6,6,0.0,1.0,1.4860623439945513,False
move,14,36,50,0.28,0.72,0.8415820158458045,False
pleasing,0,39,39,0.0,1.0,0.8867654718190199,True
relatively,30,10,40,0.75,0.25,0.8819003036613146,False
lightweight,14,10,24,0.5833333333333334,0.4166666666666667,0.9930311719972756,False
commercial,48,15,63,0.7619047619047619,0.23809523809523808,0.8043054458996637,False
fare,19,53,72,0.2638888888888889,0.7361111111111112,0.7846516798715037,False
notting,0,4,4,0.0,1.0,1.7076747986796954,False
hill,9,7,16,0.5625,0.4375,1.1038373993398478,False
heft,0,6,6,0.0,1.0,1.4860623439945513,False
probably,103,79,182,0.5659340659340659,0.4340659340659341,0.6790376238540314,False
stores,7,4,11,0.6363636363636364,0.36363636363636365,1.2282553047251898,False
christmas,25,24,49,0.5102040816326531,0.4897959183673469,0.8450499424799129,False
triumphant,0,7,7,0.0,1.0,1.4129163376989913,False
underachiever,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
wry,0,47,47,0.0,1.0,0.8523149484832706,True
plots,30,5,35,0.8571428571428571,0.14285714285714285,0.9082685977730197,False
dimestore,15,1,16,0.9375,0.0625,1.1038373993398478,False
ruminations,7,1,8,0.875,0.125,1.3539550396145112,False
reality,69,36,105,0.6571428571428571,0.34285714285714286,0.735713984825924,False
god,24,20,44,0.5454545454545454,0.45454545454545453,0.8641276523625949,False
sake,19,17,36,0.5277777777777778,0.4722222222222222,0.9025582662265652,False
whatever,35,8,43,0.813953488372093,0.18604651162790697,0.8683373604507394,False
sentimental,39,63,102,0.38235294117647056,0.6176470588235294,0.73915524692551,False
hypocritical,15,0,15,1.0,0.0,1.1236405843894475,False
lessons,17,7,24,0.7083333333333334,0.2916666666666667,0.9930311719972756,False
sexism,5,0,5,1.0,0.0,1.5801771778244689,False
colors,6,11,17,0.35294117647058826,0.6470588235294118,1.085808324276815,False
various,36,24,60,0.6,0.4,0.8118202921947237,False
wet,21,5,26,0.8076923076923077,0.19230769230769232,0.9736890280416928,False
tshirt,3,1,4,0.75,0.25,1.7076747986796954,False
shower,9,7,16,0.5625,0.4375,1.1038373993398478,False
cry,18,4,22,0.8181818181818182,0.18181818181818182,1.0149542644062572,False
money,71,12,83,0.8554216867469879,0.14457831325301204,0.7651190611705501,True
enthralling,2,32,34,0.058823529411764705,0.9411764705882353,0.9142290385716638,True
max,3,4,7,0.42857142857142855,0.5714285714285714,1.4129163376989913,False
rothman,3,0,3,1.0,0.0,1.8945027402224985,False
future,51,46,97,0.5257731958762887,0.4742268041237113,0.7452415951135889,False
throwntogether,12,0,12,1.0,0.0,1.1972513701112493,False
summercamp,12,0,12,1.0,0.0,1.1972513701112493,False
talent,62,95,157,0.39490445859872614,0.6050955414012739,0.6927658835056681,False
hastily,38,0,38,1.0,0.0,0.8918214442112555,True
underrehearsed,10,0,10,1.0,0.0,1.263800607322629,False
arbitrarily,6,0,6,1.0,0.0,1.4860623439945513,False
plotted,23,12,35,0.6571428571428571,0.34285714285714286,0.9082685977730197,False
kahlo,2,20,22,0.09090909090909091,0.9090909090909091,1.0149542644062572,False
living,32,49,81,0.3950617283950617,0.6049382716049383,0.7683721774843768,False
drown,26,0,26,1.0,0.0,0.9736890280416928,True
lake,10,0,10,1.0,0.0,1.263800607322629,False
afterwards,9,0,9,1.0,0.0,1.3051165324531304,False
searching,11,6,17,0.6470588235294118,0.35294117647058826,1.085808324276815,False
bombs,9,0,9,1.0,0.0,1.3051165324531304,False
balances,0,11,11,0.0,1.0,1.2282553047251898,False
traditional,3,32,35,0.08571428571428572,0.9142857142857143,0.9082685977730197,True
stories,47,112,159,0.29559748427672955,0.7044025157232704,0.6915496828249545,True
overwhelms,0,4,4,0.0,1.0,1.7076747986796954,False
surface,20,24,44,0.45454545454545453,0.5454545454545454,0.8641276523625949,False
histrionics,16,0,16,1.0,0.0,1.1038373993398478,False
compensate,8,0,8,1.0,0.0,1.3539550396145112,False
paperthin,41,0,41,1.0,0.0,0.877214232895746,True
characterizations,25,12,37,0.6756756756756757,0.32432432432432434,0.8970810277942863,False
plumbs,3,2,5,0.6,0.4,1.5801771778244689,False
uncharted,4,1,5,0.8,0.2,1.5801771778244689,False
depths,7,6,13,0.5384615384615384,0.46153846153846156,1.169897447803891,False
stupidity,14,0,14,1.0,0.0,1.145529333042945,False
incoherence,29,1,30,0.9666666666666667,0.03333333333333333,0.9409804862449196,True
subsophomoric,9,1,10,0.9,0.1,1.263800607322629,False
banter,9,2,11,0.8181818181818182,0.18181818181818182,1.2282553047251898,False
taste,60,27,87,0.6896551724137931,0.3103448275862069,0.7589526579344423,False
mouth,27,8,35,0.7714285714285715,0.22857142857142856,0.9082685977730197,False
decent,27,90,117,0.23076923076923078,0.7692307692307693,0.7232991492679637,True
45ths,3,0,3,1.0,0.0,1.8945027402224985,False
might,219,154,373,0.5871313672922251,0.4128686327077748,0.6250620615635745,False
xerox,12,1,13,0.9230769230769231,0.07692307692307693,1.169897447803891,False
machine,35,12,47,0.7446808510638298,0.2553191489361702,0.8523149484832706,False
writerdirector,46,52,98,0.46938775510204084,0.5306122448979592,0.7439871541755746,False
franc,8,0,8,1.0,0.0,1.3539550396145112,False
headlinefresh,0,5,5,0.0,1.0,1.5801771778244689,False
among,25,54,79,0.31645569620253167,0.6835443037974683,0.7717480608495594,False
orthodox,0,3,3,0.0,1.0,1.8945027402224985,False
jews,0,4,4,0.0,1.0,1.7076747986796954,False
west,5,8,13,0.38461538461538464,0.6153846153846154,1.169897447803891,False
bank,6,10,16,0.375,0.625,1.1038373993398478,False
joseph,0,8,8,0.0,1.0,1.3539550396145112,False
cedar,0,5,5,0.0,1.0,1.5801771778244689,False
favor,33,28,61,0.5409836065573771,0.45901639344262296,0.809253826393073,False
dramatic,87,101,188,0.4627659574468085,0.5372340425531915,0.6761574742416353,False
means,10,51,61,0.16393442622950818,0.8360655737704918,0.809253826393073,True
addressing,0,7,7,0.0,1.0,1.4129163376989913,False
situation,48,29,77,0.6233766233766234,0.37662337662337664,0.7752546324666305,False
compromising,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
complexity,14,18,32,0.4375,0.5625,0.9269775198072556,False
responsible,23,7,30,0.7666666666666667,0.23333333333333334,0.9409804862449196,False
shamelessly,29,6,35,0.8285714285714286,0.17142857142857143,0.9082685977730197,False
manipulative,79,5,84,0.9404761904761905,0.05952380952380952,0.7635362466590601,True
darkness,4,12,16,0.25,0.75,1.1038373993398478,False
exploiting,27,1,28,0.9642857142857143,0.03571428571428571,0.9564581688494956,True
molestation,12,0,12,1.0,0.0,1.1972513701112493,False
loud,96,3,99,0.9696969696969697,0.030303030303030304,0.74275176824173,True
shout,11,1,12,0.9166666666666666,0.08333333333333333,1.1972513701112493,False
insults,17,0,17,1.0,0.0,1.085808324276815,False
orwell,11,1,12,0.9166666666666666,0.08333333333333333,1.1972513701112493,False
warning,29,7,36,0.8055555555555556,0.19444444444444445,0.9025582662265652,False
1984,9,3,12,0.75,0.25,1.1972513701112493,False
cartoonish,21,8,29,0.7241379310344828,0.27586206896551724,0.9485191602974581,False
sneering,4,8,12,0.3333333333333333,0.6666666666666666,1.1972513701112493,False
provides,3,63,66,0.045454545454545456,0.9545454545454546,0.7973089831752984,True
type,15,26,41,0.36585365853658536,0.6341463414634146,0.877214232895746,False
perfect,18,184,202,0.0891089108910891,0.9108910891089109,0.6699434046367366,True
ardently,7,0,7,1.0,0.0,1.4129163376989913,False
waste,107,7,114,0.9385964912280702,0.06140350877192982,0.7262182162896362,True
gobbler,6,1,7,0.8571428571428571,0.14285714285714285,1.4129163376989913,False
oscarsweeping,0,7,7,0.0,1.0,1.4129163376989913,False
franchise,31,34,65,0.47692307692307695,0.5230769230769231,0.7995872462486235,False
predecessor,13,29,42,0.30952380952380953,0.6904761904761905,0.8726965342021439,False
sets,26,59,85,0.3058823529411765,0.6941176470588235,0.7619814469736397,False
pretensions,13,12,25,0.52,0.48,0.9830699194718782,False
radical,26,1,27,0.9629629629629629,0.037037037037037035,0.9648342467408328,False
sentence,16,0,16,1.0,0.0,1.1038373993398478,False
unexpectedly,1,30,31,0.03225806451612903,0.967741935483871,0.9338095939339826,True
insightful,16,64,80,0.2,0.8,0.7700442944561172,True
allen,22,44,66,0.3333333333333333,0.6666666666666666,0.7973089831752984,False
romantic,108,243,351,0.3076923076923077,0.6923076923076923,0.6289218239396732,True
comedies,39,94,133,0.2932330827067669,0.706766917293233,0.7094373715756397,False
pertinent,1,25,26,0.038461538461538464,0.9615384615384616,0.9736890280416928,False
enduring,0,29,29,0.0,1.0,0.9485191602974581,True
doubt,32,33,65,0.49230769230769234,0.5076923076923077,0.7995872462486235,False
maudlin,29,9,38,0.7631578947368421,0.23684210526315788,0.8918214442112555,False
subjects,41,22,63,0.6507936507936508,0.3492063492063492,0.8043054458996637,False
partyhearty,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
teen,42,33,75,0.56,0.44,0.7789005480444997,False
flick,129,87,216,0.5972222222222222,0.4027777777777778,0.6643437239990919,False
scalds,5,0,5,1.0,0.0,1.5801771778244689,False
acid,6,0,6,1.0,0.0,1.4860623439945513,False
wan,14,0,14,1.0,0.0,1.145529333042945,False
thinly,15,0,15,1.0,0.0,1.1236405843894475,False
sketched,10,0,10,1.0,0.0,1.263800607322629,False
funniest,14,63,77,0.18181818181818182,0.8181818181818182,0.7752546324666305,True
oddly,4,62,66,0.06060606060606061,0.9393939393939394,0.7973089831752984,True
sweet,47,262,309,0.15210355987055016,0.8478964401294499,0.6374044378421563,True
jokester,0,7,7,0.0,1.0,1.4129163376989913,False
highway,0,7,7,0.0,1.0,1.4129163376989913,False
patrolmen,0,7,7,0.0,1.0,1.4129163376989913,False
romanticcomedy,5,0,5,1.0,0.0,1.5801771778244689,False
asks,20,20,40,0.5,0.5,0.8819003036613146,False
souvlaki,6,0,6,1.0,0.0,1.4860623439945513,False
indigestion,11,0,11,1.0,0.0,1.2282553047251898,False
dazzle,0,9,9,0.0,1.0,1.3051165324531304,False
delight,7,75,82,0.08536585365853659,0.9146341463414634,0.7667307420406637,True
beneath,14,44,58,0.2413793103448276,0.7586206896551724,0.8171509397384287,False
bigger,9,31,40,0.225,0.775,0.8819003036613146,False
meaningful,11,32,43,0.2558139534883721,0.7441860465116279,0.8683373604507394,False
earth,19,16,35,0.5428571428571428,0.45714285714285713,0.9082685977730197,False
harvesting,0,6,6,0.0,1.0,1.4860623439945513,False
purposes,6,6,12,0.5,0.5,1.1972513701112493,False
aspires,8,12,20,0.4,0.6,1.0400885889122344,False
impresses,0,3,3,0.0,1.0,1.8945027402224985,False
skillfully,0,18,18,0.0,1.0,1.0693033597430075,False
assembled,6,13,19,0.3157894736842105,0.6842105263157895,1.0541192004321704,False
highly,18,82,100,0.18,0.82,0.7415349597359391,True
polished,0,41,41,0.0,1.0,0.877214232895746,True
manhunter,0,4,4,0.0,1.0,1.7076747986796954,False
construct,14,13,27,0.5185185185185185,0.48148148148148145,0.9648342467408328,False
trace,18,0,18,1.0,0.0,1.0693033597430075,False
laziness,8,0,8,1.0,0.0,1.3539550396145112,False
arrogance,8,0,8,1.0,0.0,1.3539550396145112,False
knows,17,90,107,0.1588785046728972,0.8411214953271028,0.7335006589569074,True
won,6,26,32,0.1875,0.8125,0.9269775198072556,False
frightful,4,2,6,0.6666666666666666,0.3333333333333333,1.4860623439945513,False
vanity,23,5,28,0.8214285714285714,0.17857142857142858,0.9564581688494956,False
debt,3,7,10,0.3,0.7,1.263800607322629,False
miramax,3,8,11,0.2727272727272727,0.7272727272727273,1.2282553047251898,False
owed,4,3,7,0.5714285714285714,0.42857142857142855,1.4129163376989913,False
benigni,29,8,37,0.7837837837837838,0.21621621621621623,0.8970810277942863,False
laughed,2,17,19,0.10526315789473684,0.8947368421052632,1.0541192004321704,False
lizard,4,0,4,1.0,0.0,1.7076747986796954,False
endeavors,7,1,8,0.875,0.125,1.3539550396145112,False
need,97,101,198,0.4898989898989899,0.51010101010101,0.6716514214687525,False
adhere,5,0,5,1.0,0.0,1.5801771778244689,False
closely,6,5,11,0.5454545454545454,0.45454545454545453,1.2282553047251898,False
laws,5,0,5,1.0,0.0,1.5801771778244689,False
laughter,8,48,56,0.14285714285714285,0.8571428571428571,0.8227646665214725,True
philosophical,26,33,59,0.4406779661016949,0.559322033898305,0.8144517337181905,False
void,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
unlikable,46,0,46,1.0,0.0,0.8561238694326118,True
selfconscious,42,9,51,0.8235294117647058,0.17647058823529413,0.8382165937147428,False
invention,25,5,30,0.8333333333333334,0.16666666666666666,0.9409804862449196,False
hot,15,20,35,0.42857142857142855,0.5714285714285714,0.9082685977730197,False
hardwood,3,0,3,1.0,0.0,1.8945027402224985,False
drag,87,7,94,0.925531914893617,0.07446808510638298,0.7491242891859098,True
hopelessly,15,2,17,0.8823529411764706,0.11764705882352941,1.085808324276815,False
juvenile,34,3,37,0.918918918918919,0.08108108108108109,0.8970810277942863,True
shakespearean,4,7,11,0.36363636363636365,0.6363636363636364,1.2282553047251898,False
breadth,3,16,19,0.15789473684210525,0.8421052631578947,1.0541192004321704,False
unique,1,109,110,0.00909090909090909,0.990909090909091,0.7302945481031584,True
directing,15,20,35,0.42857142857142855,0.5714285714285714,0.9082685977730197,False
required,16,17,33,0.48484848484848486,0.5151515151515151,0.9204583962218613,False
slugfest,1,7,8,0.125,0.875,1.3539550396145112,False
attention,69,41,110,0.6272727272727273,0.37272727272727274,0.7302945481031584,False
hip,30,23,53,0.5660377358490566,0.4339622641509434,0.8317737828265249,False
hop,3,5,8,0.375,0.625,1.3539550396145112,False
literary,19,22,41,0.4634146341463415,0.5365853658536586,0.877214232895746,False
conceits,20,3,23,0.8695652173913043,0.13043478260869565,1.003635206036385,False
fleshandblood,7,3,10,0.7,0.3,1.263800607322629,False
humans,15,3,18,0.8333333333333334,0.16666666666666666,1.0693033597430075,False
explanation,6,0,6,1.0,0.0,1.4860623439945513,False
chilly,22,15,37,0.5945945945945946,0.40540540540540543,0.8970810277942863,False
remote,22,5,27,0.8148148148148148,0.18518518518518517,0.9648342467408328,False
distant,22,0,22,1.0,0.0,1.0149542644062572,False
dull,260,25,285,0.9122807017543859,0.08771929824561403,0.6430729623391711,True
tagline,11,0,11,1.0,0.0,1.2282553047251898,False
witty,4,94,98,0.04081632653061224,0.9591836734693877,0.7439871541755746,True
bargainbasement,16,0,16,1.0,0.0,1.1038373993398478,False
european,11,7,18,0.6111111111111112,0.3888888888888889,1.0693033597430075,False
pickup,12,0,12,1.0,0.0,1.1972513701112493,False
really,331,255,586,0.5648464163822525,0.4351535836177474,0.5997771721950256,False
apart,38,37,75,0.5066666666666667,0.49333333333333335,0.7789005480444997,False
debrauwer,0,8,8,0.0,1.0,1.3539550396145112,False
refusal,13,18,31,0.41935483870967744,0.5806451612903226,0.9338095939339826,False
push,7,9,16,0.4375,0.5625,1.1038373993398478,False
buttons,1,16,17,0.058823529411764705,0.9411764705882353,1.085808324276815,False
shines,0,25,25,0.0,1.0,0.9830699194718782,True
intelligently,0,19,19,0.0,1.0,1.0541192004321704,False
accomplished,1,55,56,0.017857142857142856,0.9821428571428571,0.8227646665214725,True
taps,0,12,12,0.0,1.0,1.1972513701112493,False
primal,0,8,8,0.0,1.0,1.3539550396145112,False
fears,30,32,62,0.4838709677419355,0.5161290322580645,0.8067497056145017,False
cope,1,6,7,0.14285714285714285,0.8571428571428571,1.4129163376989913,False
mysterious,9,28,37,0.24324324324324326,0.7567567567567568,0.8970810277942863,False
brutal,10,26,36,0.2777777777777778,0.7222222222222222,0.9025582662265652,False
group,11,43,54,0.2037037037037037,0.7962962962962963,0.8286874479981837,False
friends,15,26,41,0.36585365853658536,0.6341463414634146,0.877214232895746,False
astray,12,1,13,0.9230769230769231,0.07692307692307693,1.169897447803891,False
weirdness,22,9,31,0.7096774193548387,0.2903225806451613,0.9338095939339826,False
ingratiating,8,1,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
portrait,5,183,188,0.026595744680851064,0.973404255319149,0.6761574742416353,True
conceit,5,8,13,0.38461538461538464,0.6153846153846154,1.169897447803891,False
rare,14,171,185,0.07567567567567568,0.9243243243243243,0.6775800341447016,True
root,2,12,14,0.14285714285714285,0.8571428571428571,1.145529333042945,False
draws,0,35,35,0.0,1.0,0.9082685977730197,True
unexplainable,3,9,12,0.25,0.75,1.1972513701112493,False
pain,20,26,46,0.43478260869565216,0.5652173913043478,0.8561238694326118,False
eccentricities,0,8,8,0.0,1.0,1.3539550396145112,False
attached,1,13,14,0.07142857142857142,0.9285714285714286,1.145529333042945,False
spliced,8,1,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
pieces,39,52,91,0.42857142857142855,0.5714285714285714,0.753197435829424,False
midnight,18,11,29,0.6206896551724138,0.3793103448275862,0.9485191602974581,False
48,8,1,9,0.8888888888888888,0.1111111111111111,1.3051165324531304,False
shrek,8,7,15,0.5333333333333333,0.4666666666666667,1.1236405843894475,False
busy,25,0,25,1.0,0.0,0.9830699194718782,True
reference,5,0,5,1.0,0.0,1.5801771778244689,False
fails,132,16,148,0.8918918918918919,0.10810810810810811,0.6985405138971432,True
mind,71,87,158,0.44936708860759494,0.5506329113924051,0.692154896601018,False
compassion,3,40,43,0.06976744186046512,0.9302325581395349,0.8683373604507394,True
eyre,5,5,10,0.5,0.5,1.263800607322629,False
sleeper,7,8,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
success,20,87,107,0.18691588785046728,0.8130841121495327,0.7335006589569074,True
handles,3,4,7,0.42857142857142855,0.5714285714285714,1.4129163376989913,False
unexpected,4,87,91,0.04395604395604396,0.9560439560439561,0.753197435829424,True
eternally,0,1,1,0.0,1.0,2.915349597359391,False
devoted,1,1,2,0.5,0.5,2.2079100792290225,False
insanity,2,1,3,0.6666666666666666,0.3333333333333333,1.8945027402224985,False
intermittently,4,29,33,0.12121212121212122,0.8787878787878788,0.9204583962218613,False
devastatingly,10,4,14,0.7142857142857143,0.2857142857142857,1.145529333042945,False
imitation,33,1,34,0.9705882352941176,0.029411764705882353,0.9142290385716638,True
bard,7,12,19,0.3684210526315789,0.631578947368421,1.0541192004321704,False
excites,0,11,11,0.0,1.0,1.2282553047251898,False
tickles,0,10,10,0.0,1.0,1.263800607322629,False
bone,11,14,25,0.44,0.56,0.9830699194718782,False
strengths,0,16,16,0.0,1.0,1.1038373993398478,False
dream,9,64,73,0.1232876712328767,0.8767123287671232,0.7826952877546551,True
hispanic,0,9,9,0.0,1.0,1.3051165324531304,False
teethclenching,0,12,12,0.0,1.0,1.1972513701112493,False
gusto,0,12,12,0.0,1.0,1.1972513701112493,False
stiff,26,0,26,1.0,0.0,0.9736890280416928,True
lives,34,87,121,0.2809917355371901,0.71900826446281,0.719577236123581,False
jolts,0,18,18,0.0,1.0,1.0693033597430075,False
stimulus,0,4,4,0.0,1.0,1.7076747986796954,False
frustration,40,11,51,0.7843137254901961,0.21568627450980393,0.8382165937147428,False
winning,19,92,111,0.17117117117117117,0.8288288288288288,0.7292548382871245,True
antics,14,1,15,0.9333333333333333,0.06666666666666667,1.1236405843894475,False
perverse,30,8,38,0.7894736842105263,0.21052631578947367,0.8918214442112555,False
pleasure,42,132,174,0.2413793103448276,0.7586206896551724,0.6831071804317246,True
scrape,9,0,9,1.0,0.0,1.3051165324531304,False
bottom,33,9,42,0.7857142857142857,0.21428571428571427,0.8726965342021439,False
cracker,8,0,8,1.0,0.0,1.3539550396145112,False
barrel,14,5,19,0.7368421052631579,0.2631578947368421,1.0541192004321704,False
feeling,81,133,214,0.37850467289719625,0.6214953271028038,0.6651098993599567,False
guilty,27,39,66,0.4090909090909091,0.5909090909090909,0.7973089831752984,False
miracle,0,28,28,0.0,1.0,0.9564581688494956,True
miracles,0,5,5,0.0,1.0,1.5801771778244689,False
flipflop,0,11,11,0.0,1.0,1.2282553047251898,False
lewis,5,8,13,0.38461538461538464,0.6153846153846154,1.169897447803891,False
why,197,75,272,0.7242647058823529,0.2757352941176471,0.6464520810692038,True
bother,51,0,51,1.0,0.0,0.8382165937147428,True
remembering,15,12,27,0.5555555555555556,0.4444444444444444,0.9648342467408328,False
bogdanovich,0,14,14,0.0,1.0,1.145529333042945,False
puts,19,52,71,0.2676056338028169,0.7323943661971831,0.7866492600272034,False
perspective,3,54,57,0.05263157894736842,0.9473684210526315,0.8199208695326539,True
via,1,10,11,0.09090909090909091,0.9090909090909091,1.2282553047251898,False
kirsten,0,5,5,0.0,1.0,1.5801771778244689,False
dunst,0,5,5,0.0,1.0,1.5801771778244689,False
showcases,1,17,18,0.05555555555555555,0.9444444444444444,1.0693033597430075,False
davies,3,7,10,0.3,0.7,1.263800607322629,False
father,13,19,32,0.40625,0.59375,0.9269775198072556,False
domestic,8,20,28,0.2857142857142857,0.7142857142857143,0.9564581688494956,False
tension,24,63,87,0.27586206896551724,0.7241379310344828,0.7589526579344423,False
unhappiness,2,2,4,0.5,0.5,1.7076747986796954,False
sincere,14,62,76,0.18421052631578946,0.8157894736842105,0.7770596002160852,True
results,17,27,44,0.38636363636363635,0.6136363636363636,0.8641276523625949,False
bleak,18,4,22,0.8181818181818182,0.18181818181818182,1.0149542644062572,False
doing,41,41,82,0.5,0.5,0.7667307420406637,False
each,47,86,133,0.3533834586466165,0.6466165413533834,0.7094373715756397,False
holiday,15,34,49,0.30612244897959184,0.6938775510204082,0.8450499424799129,False
box,10,24,34,0.29411764705882354,0.7058823529411765,0.9142290385716638,False
office,21,27,48,0.4375,0.5625,0.8486256850556246,False
pie,9,13,22,0.4090909090909091,0.5909090909090909,1.0149542644062572,False
inexpressible,5,1,6,0.8333333333333334,0.16666666666666666,1.4860623439945513,False
drab,11,0,11,1.0,0.0,1.2282553047251898,False
wannabe,46,4,50,0.92,0.08,0.8415820158458045,True
hail,5,0,5,1.0,0.0,1.5801771778244689,False
bullets,8,9,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
none,103,12,115,0.8956521739130435,0.10434782608695652,0.7252325113118938,True
extended,15,19,34,0.4411764705882353,0.5588235294117647,0.9142290385716638,False
openended,1,10,11,0.09090909090909091,0.9090909090909091,1.2282553047251898,False
poem,3,46,49,0.061224489795918366,0.9387755102040817,0.8450499424799129,True
convincing,23,87,110,0.20909090909090908,0.7909090909090909,0.7302945481031584,True
arnie,8,0,8,1.0,0.0,1.3539550396145112,False
musclefest,8,0,8,1.0,0.0,1.3539550396145112,False
events,25,58,83,0.30120481927710846,0.6987951807228916,0.7651190611705501,False
mesmerised,1,5,6,0.16666666666666666,0.8333333333333334,1.4860623439945513,False
loved,6,38,44,0.13636363636363635,0.8636363636363636,0.8641276523625949,False
1989,3,6,9,0.3333333333333333,0.6666666666666666,1.3051165324531304,False
paradiso,5,16,21,0.23809523809523808,0.7619047619047619,1.0270724933181201,False
prefer,6,12,18,0.3333333333333333,0.6666666666666666,1.0693033597430075,False
patient,0,19,19,0.0,1.0,1.0541192004321704,False
viewer,83,51,134,0.6194029850746269,0.3805970149253731,0.7086544253899429,False
tattoo,0,11,11,0.0,1.0,1.2282553047251898,False
borrows,10,3,13,0.7692307692307693,0.23076923076923078,1.169897447803891,False
heavily,9,1,10,0.9,0.1,1.263800607322629,False
seven,13,15,28,0.4642857142857143,0.5357142857142857,0.9564581688494956,False
silence,1,4,5,0.2,0.8,1.5801771778244689,False
lambs,0,2,2,0.0,1.0,2.2079100792290225,False
maintain,8,11,19,0.42105263157894735,0.5789473684210527,1.0541192004321704,False
intrigue,32,56,88,0.36363636363636365,0.6363636363636364,0.7574771322031286,False
humanscale,0,12,12,0.0,1.0,1.1972513701112493,False
turned,31,16,47,0.6595744680851063,0.3404255319148936,0.8523149484832706,False
tongueincheek,4,16,20,0.2,0.8,1.0400885889122344,False
undramatic,8,0,8,1.0,0.0,1.3539550396145112,False
pile,35,1,36,0.9722222222222222,0.027777777777777776,0.9025582662265652,True
useless,27,2,29,0.9310344827586207,0.06896551724137931,0.9485191602974581,False
actioners,6,0,6,1.0,0.0,1.4860623439945513,False
morton,0,7,7,0.0,1.0,1.4129163376989913,False
deserves,24,66,90,0.26666666666666666,0.7333333333333333,0.7546002024408764,False
weirdly,2,32,34,0.058823529411764705,0.9411764705882353,0.9142290385716638,True
efficiency,0,8,8,0.0,1.0,1.3539550396145112,False
affection,22,64,86,0.2558139534883721,0.7441860465116279,0.7604538453390715,False
period,34,69,103,0.3300970873786408,0.6699029126213593,0.7379914675280544,False
tell,48,44,92,0.5217391304347826,0.4782608695652174,0.7518176030181924,False
vietnam,6,12,18,0.3333333333333333,0.6666666666666666,1.0693033597430075,False
pathology,10,20,30,0.3333333333333333,0.6666666666666666,0.9409804862449196,False
irrigates,0,3,3,0.0,1.0,1.8945027402224985,False
souls,0,29,29,0.0,1.0,0.9485191602974581,True
hint,2,11,13,0.15384615384615385,0.8461538461538461,1.169897447803891,False
rollicking,5,23,28,0.17857142857142858,0.8214285714285714,0.9564581688494956,False
adventure,14,139,153,0.0915032679738562,0.9084967320261438,0.695269441425605,True
mateys,0,4,4,0.0,1.0,1.7076747986796954,False
regardless,7,8,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
ages,4,69,73,0.0547945205479452,0.9452054794520548,0.7826952877546551,True
immediate,6,19,25,0.24,0.76,0.9830699194718782,False
